,t_sf2tc,scaledRI,TEX86,gdgt23ratio,no3_sf2tc,datatype
166,8.172024726867676,0.4757,0.471,7.472727272727273,20.47115707397461,coretop
167,7.360775470733643,0.4436,0.375,8.1875,20.561166763305664,coretop
168,5.028364181518555,0.459575,0.413,5.716981132075472,21.075586318969727,coretop
169,8.213441848754883,0.536475,0.532,6.533333333333333,20.629487991333008,coretop
170,7.468648433685303,0.42769999999999997,0.344,3.6666666666666665,15.666678428649902,coretop
171,7.212241172790527,0.4382,0.39,8.314285714285715,20.594860076904297,coretop
172,7.216104984283447,0.45355,0.383,7.457142857142857,20.598039627075195,coretop
173,10.918047904968262,0.5195,0.442,9.333333333333334,11.141607284545898,coretop
174,8.436829566955566,0.44865,0.381,7.749999999999999,18.927942276000977,coretop
175,9.018674850463867,0.50325,0.4375,8.25,15.852296829223633,coretop
176,5.583951473236084,0.427475,0.376,8.032258064516128,19.780675888061523,coretop
177,5.7485198974609375,0.44994999999999996,0.414,6.153846153846154,19.873933792114258,coretop
178,9.137149810791016,0.49650000000000005,0.441666667,12.333333333333332,15.417670249938965,coretop
179,10.955728530883789,0.49375,0.433962264,10.333333333333334,16.225799560546875,coretop
180,9.52880573272705,0.5095000000000001,0.452173913,11.666666666666668,14.523117065429688,coretop
181,10.458688735961914,0.43855,0.4197117115,7.715909090909091,15.527301788330078,coretop
182,10.39853286743164,0.45442499999999997,0.44021311500000004,8.8,16.11400604248047,coretop
183,10.528974533081055,0.4565,0.421052632,8.5,16.008798599243164,coretop
184,10.924160957336426,0.483,0.419642857,11.0,15.925990104675293,coretop
185,11.96334457397461,0.50325,0.476821192,12.749999999999998,14.314400672912598,coretop
186,12.842702865600586,0.5225,0.461,11.0,8.981173515319824,coretop
187,10.969711303710938,0.4655,0.452380952,7.8,11.110240936279297,coretop
188,10.567408561706543,0.4585,0.440366972,6.2,14.45434284210205,coretop
189,10.1573486328125,0.506625,0.444463269,13.0,13.310937881469727,coretop
190,10.682214736938477,0.45725,0.431578947,4.166666666666667,13.550415992736816,coretop
191,10.486841201782227,0.519,0.43902439,13.0,12.848161697387695,coretop
192,10.166621208190918,0.4517125,0.4185,6.778867102396514,13.57485580444336,coretop
193,8.902631759643555,0.45794999999999997,0.381,8.058823529411764,17.694021224975586,coretop
194,11.43741226196289,0.48510497825000004,0.446,6.047243851060331,8.342412948608398,coretop
195,13.426407814025879,0.47085,0.412,7.257142857142857,12.95202922821045,coretop
196,9.291425704956055,0.44669999999999993,0.401,6.374999999999999,15.092262268066406,coretop
197,11.150259971618652,0.446925,0.4348023255,3.583333333333333,11.260748863220215,coretop
198,11.492386817932129,0.47195563925,0.446,5.291576431911289,7.152597904205322,coretop
199,13.353351593017578,0.4818,0.43,6.675,12.176064491271973,coretop
200,9.398418426513672,0.459975,0.389,7.131578947368421,15.21522331237793,coretop
201,11.313264846801758,0.45,0.409638554,2.714285714285714,11.357495307922363,coretop
202,8.76724624633789,0.4461,0.366,6.96875,18.848249435424805,coretop
203,9.008577346801758,0.42725,0.398,8.314285714285715,17.990821838378906,coretop
204,9.772014617919922,0.45,0.395,7.783783783783783,12.75329303741455,coretop
205,11.153914451599121,0.519,0.440944882,13.333333333333334,11.77817153930664,coretop
206,8.495298385620117,0.437525,0.358,4.870967741935484,16.084392547607422,coretop
207,9.724363327026367,0.463725,0.399,7.0,17.54908561706543,coretop
208,11.316181182861328,0.527,0.459259259,15.0,11.404502868652344,coretop
209,13.933664321899414,0.54825,0.52,11.75,5.648541450500488,coretop
210,8.442296028137207,0.47637500000000005,0.484,11.891891891891891,18.288070678710938,coretop
211,11.56696891784668,0.5670000000000001,0.457746479,15.666666666666666,9.193587303161621,coretop
212,10.120420455932617,0.457525,0.408,7.256410256410256,16.092567443847656,coretop
213,12.797576904296875,0.481375,0.444,6.6274509803921555,9.380873680114746,coretop
214,10.955707550048828,0.47142500000000004,0.423,6.92,16.255645751953125,coretop
215,10.297115325927734,0.46102499999999996,0.401,7.255813953488372,18.081817626953125,coretop
216,9.273998260498047,0.448475,0.376,6.874999999999999,19.041555404663086,coretop
217,12.158629417419434,0.49470896875000003,0.426802798,3.205257867642394,,coretop
218,13.254944801330566,0.47812499999999997,0.424,7.0638297872340425,9.379000663757324,coretop
219,9.182351112365723,0.5514499999999999,0.411,2.576923076923077,14.101849555969238,coretop
220,12.610150337219238,0.515,0.469387755,13.25,8.138669967651367,coretop
221,12.703266143798828,0.47899193325,0.453,7.2932335212838275,5.958940029144287,coretop
222,13.28320026397705,0.53325,0.473333333,12.749999999999998,6.465407848358154,coretop
223,13.449454307556152,0.53175,0.479166667,12.5,6.479836940765381,coretop
224,13.440118789672852,0.52775,0.467105263,12.25,6.191065788269043,coretop
225,13.48694133758545,0.50875,0.465277778,11.75,6.198697090148926,coretop
226,14.850915908813477,0.54675,0.521,14.333333333333332,3.8097569942474365,coretop
227,12.060929298400879,0.5051749999999999,0.467,10.499999999999998,8.886750221252441,coretop
228,14.193049430847168,0.5175000000000001,0.482517483,12.0,6.532965183258057,coretop
229,12.943568229675293,0.5176912286249999,0.45330354900000003,3.5613977743154566,6.798092842102051,coretop
230,12.92697525024414,0.50094728275,0.425076311,3.116991916173826,8.536687850952148,coretop
231,13.683306694030762,0.4755,0.455,6.457627118644068,8.68565559387207,coretop
232,12.798049926757812,0.5122857905,0.430772416,2.6783754031290226,9.009350776672363,coretop
233,12.55007553100586,0.461687187,0.401395074,2.6042139913126,11.480753898620605,coretop
234,12.48584270477295,0.4889,0.458,5.969230769230769,12.73640251159668,coretop
235,13.929608345031738,0.51375,0.480769231,13.75,5.894235610961914,coretop
236,12.452704429626465,0.45475,0.377,5.968749999999999,15.287172317504883,coretop
237,13.887414932250977,0.5454249999999999,0.569,6.181818181818181,7.0431084632873535,coretop
238,14.063096046447754,0.49125,0.472049689,13.0,5.843207836151123,coretop
239,15.989471435546875,0.471825,0.444,6.369565217391305,6.344569206237793,coretop
240,14.765372276306152,0.50205,0.461,6.365079365079365,6.13447380065918,coretop
241,12.94384765625,0.6106858447500001,0.496000931,3.060211296903883,8.811735153198242,coretop
242,14.529986381530762,0.4835,0.451851852,11.0,5.581815242767334,coretop
243,12.918131828308105,0.5420348209999999,0.462879039,3.7127227638323563,5.294284820556641,coretop
244,13.65160846710205,0.47307499999999997,0.415,4.512820512820514,11.846818923950195,coretop
245,13.374055862426758,0.46379033275,0.417290819,2.3979530350404863,6.6627020835876465,coretop
246,15.121417999267578,0.503925,0.475,6.132352941176471,5.705409526824951,coretop
247,11.383026123046875,0.47175,0.42,4.11764705882353,13.327449798583984,coretop
248,17.124828338623047,0.500875,0.497,5.923076923076923,4.6995954513549805,coretop
249,15.353582382202148,0.485375,0.502,4.844444444444445,5.264011859893799,coretop
250,17.490999221801758,0.48118333725000006,0.5455594,6.699999910558001,3.396691083908081,coretop
251,15.227014541625977,0.527,0.491071429,7.199999999999999,4.137629985809326,coretop
252,15.8318452835083,0.491525,0.46,5.4523809523809526,7.872250556945801,coretop
253,16.503177642822266,0.49984999999999996,0.468,5.790697674418604,6.077353477478027,coretop
254,17.361783981323242,0.504824516875,0.5206224075,5.450708145255369,3.6253867149353027,coretop
255,17.346820831298828,0.5672392755,0.608305275,6.9423078851383195,3.661917209625244,coretop
256,15.409710884094238,0.5285,0.512605042,10.5,3.728508710861206,coretop
257,15.449755668640137,0.47225,0.484375,8.799999999999999,3.8379857540130615,coretop
258,15.182474136352539,0.4879,0.443,4.6923076923076925,9.390775680541992,coretop
259,17.445068359375,0.5473297332500001,0.508823529,5.764705966378152,3.496563673019409,coretop
260,13.346667289733887,0.5620999999999999,0.42,2.518518518518518,14.037883758544922,coretop
261,15.813812255859375,0.523725,0.494,6.777777777777779,4.4023027420043945,coretop
262,12.90015983581543,0.5197728995,0.456381469,4.819931453961947,10.246613502502441,coretop
263,16.224193572998047,0.50675,0.496350365,12.25,2.6065456867218018,coretop
264,19.455835342407227,0.534225,0.538,6.475409836065573,2.4595422744750977,coretop
265,16.348407745361328,0.526,0.515,5.939759036144578,3.6814420223236084,coretop
266,17.56820297241211,0.557175,0.562,7.244186046511628,3.800769090652466,coretop
267,17.574697494506836,0.5802265726582465,0.557329446591192,7.645045476304446,1.1053459644317627,coretop
268,15.81494140625,0.50975,0.517482517,8.333333333333334,2.582733392715454,coretop
269,15.216568946838379,0.5025641750000001,0.447640969,8.01060532195286,3.9338748455047607,coretop
270,12.756871223449707,0.6097973051250001,0.506660802,4.124628116109604,9.82573413848877,coretop
271,12.500329971313477,0.673634162,0.5414953,3.5229440754213646,,coretop
272,16.96611785888672,0.53725,0.516556291,9.166666666666666,1.1484073400497437,coretop
273,18.471376419067383,0.542925,0.528,5.01923076923077,4.164146423339844,coretop
274,19.567337036132812,0.5492999999999999,0.555,5.8769230769230765,2.3655142784118652,coretop
275,17.917078018188477,0.5440250000000001,0.459,2.972972972972973,5.825490951538086,coretop
276,19.12171745300293,0.566925,0.484,3.6052631578947367,2.7985048294067383,coretop
277,16.94568634033203,0.5327250000000001,0.527,6.602272727272727,3.006696939468384,coretop
278,17.21576690673828,0.545,0.541,6.333333333333334,2.7853310108184814,coretop
279,17.337276458740234,0.56425,0.574,17.0,0.15291728079319,coretop
280,18.081275939941406,0.3978,0.494,6.441558441558441,1.509560227394104,coretop
281,17.98674201965332,0.51892689225,0.620206939,7.80459781608046,3.0988922119140625,coretop
282,18.025646209716797,0.55425,0.549,6.544444444444445,2.070932626724243,coretop
283,18.0554256439209,0.517275,0.512,6.448717948717949,1.6277434825897217,coretop
284,18.324321746826172,0.534625,0.547,8.481481481481481,1.7413146495819092,coretop
285,18.002395629882812,0.45275,0.497,6.972222222222222,1.528597354888916,coretop
286,17.147417068481445,0.556375,0.53,5.34,1.7032780647277832,coretop
287,16.723129272460938,0.56375,0.495,4.101449275362318,2.304724931716919,coretop
288,16.0964298248291,0.5263,0.503,2.791666666666667,3.1397199630737305,coretop
289,18.756282806396484,0.5599999999999999,0.562,7.581395348837209,1.240391731262207,coretop
290,17.65638542175293,0.461575,0.5025,6.647435897435898,2.3190011978149414,coretop
291,16.951757431030273,0.44195,0.488,6.338028169014084,2.0349857807159424,coretop
292,19.435678482055664,0.54415,0.537,7.382352941176471,1.3272902965545654,coretop
293,19.100502014160156,0.567425,0.563,8.85135135135135,0.8264910578727722,coretop
294,16.634540557861328,0.435025,0.475,5.617647058823529,1.1124088764190674,coretop
295,19.237024307250977,0.56595,0.573,9.36111111111111,0.6601612567901611,coretop
296,17.933683395385742,0.4537,0.505,6.851351351351352,1.4278522729873657,coretop
297,17.19906997680664,0.42155,0.484,5.957142857142857,1.7566126585006714,coretop
298,19.779895782470703,0.55095,0.557,7.23943661971831,1.0385431051254272,coretop
299,19.318347930908203,0.578075,0.579,9.24,0.4462099075317383,coretop
300,17.82953453063965,0.45325000000000004,0.499,6.918918918918919,1.3709691762924194,coretop
301,17.937366485595703,0.461075,0.508,6.75,1.2719908952713013,coretop
302,17.50092887878418,0.42205,0.476,6.093333333333333,1.459502935409546,coretop
303,16.774457931518555,0.4306,0.499,6.219178082191781,2.024951696395874,coretop
304,13.950545310974121,0.42679999999999996,0.401,3.488372093023256,4.6639628410339355,coretop
305,17.346406936645508,0.432675,0.48,6.013698630136987,1.4568811655044556,coretop
306,15.932355880737305,0.361625,0.418,3.8125,1.850274682044983,coretop
307,14.003124237060547,0.44110000000000005,0.41,3.5217391304347823,4.826642990112305,coretop
308,20.345378875732422,0.54172702575,0.618315617,9.958471411476916,0.6028099656105042,coretop
309,14.23414134979248,0.47562073225,0.514,6.939890665715265,,coretop
310,20.355937957763672,0.58355,0.601,9.662337662337661,0.6929340958595276,coretop
311,20.054973602294922,0.52147889775,0.579354067,7.493083518068841,0.5341461896896362,coretop
312,19.645334243774414,0.60675,0.61,6.318584070796461,0.16322796046733856,coretop
313,13.231110572814941,0.442225,0.405,3.677777777777778,,coretop
314,18.084991455078125,0.47550000000000003,0.52,7.402439024390243,1.3476353883743286,coretop
315,20.455896377563477,0.6225572561239473,0.671171299002775,6.643390878639534,0.5755885243415833,coretop
316,20.596914291381836,0.5923749999999999,0.607,9.349805258033106,0.5467333197593689,coretop
317,20.26043128967285,0.53304473275,0.58910594,9.074074674202937,0.307390034198761,coretop
318,20.866025924682617,0.5998749999999999,0.624,8.977011494252874,0.5022134780883789,coretop
319,20.658912658691406,0.541170999,0.598538232,11.999637745013331,0.2881077826023102,coretop
320,20.829143524169922,0.5829125,0.6014999999999999,9.52211178334774,0.21801917254924774,coretop
321,20.83020782470703,0.5847499999999999,0.6025,8.930555555555555,0.21242251992225647,coretop
322,20.82330894470215,0.57179225675,0.617027518,11.260892438973498,0.20980924367904663,coretop
323,18.107336044311523,0.48335,0.508,7.30379746835443,1.0258524417877197,coretop
324,14.58521842956543,0.3814,0.402,4.227272727272727,,coretop
325,21.131921768188477,0.5839,0.598,9.607594936708859,0.1135711818933487,coretop
326,17.138906478881836,0.47300000000000003,0.474,5.7534246575342465,1.409516453742981,coretop
327,21.25336265563965,0.5392113980000001,0.55361136,12.756319215508595,0.0018144763307645917,coretop
328,17.146759033203125,0.42579999999999996,0.463,6.885245901639344,1.3818405866622925,coretop
329,18.01134490966797,0.45647499999999996,0.494,8.289855072463768,0.9426369071006775,coretop
330,22.515743255615234,0.613275,0.638,9.021978021978022,0.09439756721258163,coretop
331,21.94887924194336,0.608275,0.633,9.975308641975309,0.09223664551973343,coretop
332,21.77379035949707,0.6173500000000001,0.633,9.035294117647057,0.08110135048627853,coretop
333,21.565757751464844,0.5404990235000001,0.596326118,8.569181908328058,0.0011800818610936403,coretop
