,sampleID,sampleName,Source,modernWaterDepth,Latitude,Longitude,SST,TEX86,RI_zhang16,RI_zhang16_revised,RI_0to5,gdgt23ratio,BIT,gdgtZeroOverZeroCren,methaneIndex,fGDGT_0,fGDGT_1,fGDGT_2,fGDGT_3,fGDGT_cren,fGDGT_cren_prime,datatype,phyloT_order,Temperature,Temperature_thermoT,Temperature_thermoT_depthIntegral,Temperature_thermoT_weightedIntegral,violin_bins,GTDB_phylum,NCBI_phylum,GTDB_class,NCBI_class,GTDB_order,NCBI_order,GTDB_family,NCBI_family,Strains,experiment_setup,organism_broadClass,organism_broadClass2,organism_broadClass3,GTDB_classGTDB_family,ringIndex_0to8,ringIndex_0to6,reported_1302,reported_1300,reported_1298,reported_1296,reported_1292,reported_1292_iso,reported_1294,reported_1290,reported_1288,reported_1286,reported_1292_iso2,reported_1294_iso,reported_1290_iso,reported_1288_iso,reported_1286_iso,RI_zhang16_scaled,RI_zhang16_revised_scaled,RI_0to5_scaled,ringIndex_0to6_scaled,ringIndex_0to8_scaled,QC_flag,anti_TEX86,T50_threshold,T_bins,CPOCratio,gdgt12ratio,CPMPindex,Bp21index
0,TEXAS_PSM_RR00002,KNR195-5 MC11,this study,2288.0,-1.5327,-86.7852,23.59149932861328,0.602872857,2.341605682,2.8743691740000004,2.8743691740000004,13.185451487252486,0.026816557,0.330589243,0.20413066801076218,0.330589243,0.067609609,0.064170863,0.004866793,0.499163998,0.033599494,coretop,-1.0,23.59149932861328,20.449209213256836,22.762649536132812,18.768986634044083,-30to0,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,,2.8743691740000004,2.8743691740000004,,,,,,,,,,,,,,,,0.5854014205,0.5748738348000001,0.5748738348000001,0.47906152900000004,0.35929614675000004,include,0.601581257336722,below,20to30,0.0630664347398639,1.0535873422802495,0.8854035414175223,0.02423482903894015
1,TEXAS_PSM_RR00005,KNR195-5 MC18,this study,1024.0,-3.969,-81.31,21.894609451293945,0.599446802,2.5665245889999997,3.1582312399999997,3.1582312399999997,4.882710064971028,0.033433999,0.282415155,0.17541924815873167,0.282415155,0.062783799,0.052368999,0.010725396,0.560842121,0.03086453,coretop,-1.0,21.894609451293945,20.246809005737305,21.460620880126953,18.921852559657935,-30to0,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,,3.1582312399999997,3.1582312399999997,,,,,,,,,,,,,,,,0.6416311472499999,0.6316462479999999,0.6316462479999999,0.5263718733333332,0.39477890499999996,include,0.665090165198883,below,20to30,0.05216187776128277,1.1988733830868143,0.7124142632768594,0.060171472097179116
2,TEXAS_PSM_RR00007,KNR195-5 MC25,this study,381.0,-3.583,-81.165,22.924890518188477,0.617191577,2.503134943,3.0721264120000003,3.0721264120000003,4.409615406703336,0.029310252,0.292011378,0.19632681865849702,0.292011378,0.064581435,0.060659525,0.013756194,0.539284302,0.029707167,coretop,-1.0,22.924890518188477,20.12049102783203,22.01034927368164,18.73973728096213,-30to0,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,,3.0721264120000003,3.0721264120000003,,,,,,,,,,,,,,,,0.62578373575,0.6144252824,0.6144252824,0.5120210686666667,0.38401580150000003,include,0.6487274203084996,below,20to30,0.05221021512362956,1.0646544792429549,0.7743344517103012,0.06889924278466036
3,TEXAS_PSM_RR00008,KNR195-5 MC33,this study,2949.0,-3.2237,-82.9142,21.708290100097656,0.605147278,2.427417218,2.980610658,2.980610658,6.868635299205462,0.035502457,0.30927021,0.19911744359541814,0.30927021,0.069123602,0.059718388,0.00869436,0.515668055,0.037525385,coretop,-1.0,21.708290100097656,18.52968978881836,20.722990036010742,17.451632463198518,-30to0,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,,2.980610658,2.980610658,,,,,,,,,,,,,,,,0.6068543045,0.5961221315999999,0.5961221315999999,0.49676844299999995,0.37257633225,include,0.6250989642237047,below,20to30,0.06783411061418226,1.1574927642052228,0.7674113593465735,0.04407681198511946
4,TEXAS_PSM_RR00009,KNR195-5 MC34,this study,3224.0,-3.5975,-83.9632,22.364599227905273,0.588670023,2.248913291,2.751584178,2.751584178,8.430655187703637,0.032599689,0.344232594,0.23346161702949902,0.344232594,0.076125124,0.068809566,0.008161829,0.470696713,0.031974174,coretop,-1.0,22.364599227905273,19.300899505615234,21.486419677734375,17.775584241686825,-30to0,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,,2.751584178,2.751584178,,,,,,,,,,,,,,,,0.56222832275,0.5503168356,0.5503168356,0.458597363,0.34394802225,include,0.5775920794072019,below,20to30,0.06360856541906713,1.106316002632541,0.8163726834448507,0.03678055516143237
5,TEXAS_PSM_RR00011,KNR195-5 MC4,this study,1612.0,-0.216,-89.504,24.308210372924805,0.623206848,2.330670446,2.855481428,2.855481428,9.82746556735893,0.188620497,0.328431624,0.21852934004146735,0.328431624,0.069246957,0.07035175,0.007158687,0.487788611,0.037022371,coretop,-1.0,24.308210372924805,21.625289916992188,23.783859252929688,19.315681858803018,-30to0,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,,2.855481428,2.855481428,,,,,,,,,,,,,,,,0.5826676115,0.5710962856,0.5710962856,0.47591357133333334,0.3569351785,include,0.5976188656974426,below,20to30,0.07054420023550498,0.9842961546798764,0.9207664030683389,0.03297275678080146
6,TEXAS_PSM_RR00012,KNR195-5 MC42,this study,615.0,-1.253,-89.6855,23.38549041748047,0.630416208,2.4329558749999998,2.9783746239999997,2.9783746239999997,6.656816979721705,0.032614874,0.297720977,0.2233589067014481,0.297720977,0.073346752,0.072606442,0.010907081,0.503821316,0.041597433,coretop,-1.0,23.38549041748047,19.92551040649414,22.42249298095703,18.479060462383046,-30to0,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,,2.9783746239999997,2.9783746239999997,,,,,,,,,,,,,,,,0.6082389687499999,0.5956749248,0.5956749248,0.4963957706666666,0.37229682799999997,include,0.6285648560281273,below,20to30,0.07626696565944419,1.0101962027005815,0.8617583249892025,0.047532300730131594
7,TEXAS_PSM_RR00013,KNR195-5 MC9,this study,1563.0,-0.826,-87.9082,23.64090919494629,0.613468173,2.377567418,2.913223876,2.913223876,11.77786864617966,0.032469552,0.313385037,0.21985903764814982,0.313385037,0.07307093,0.071792069,0.006095506,0.497572497,0.038083961,coretop,-1.0,23.64090919494629,20.08500862121582,22.7861328125,18.578255092812245,-30to0,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,,2.913223876,2.913223876,,,,,,,,,,,,,,,,0.5943918545,0.5826447752,0.5826447752,0.48553731266666666,0.3641529845,include,0.6135617170306726,below,20to30,0.07109773518309752,1.0178134022018506,0.906849829642451,0.027364715118534326
8,TEXAS_PSM_RR00014,64PE304-56,Fallet2012,2652.0,-16.85,41.32,27.231189727783203,0.686,2.575953845,3.148962222,3.148962222,7.372500289966116,0.1251,0.256685729,0.22911694476384278,0.256685729,0.068813559,0.08937023,0.012122106,0.523951803,0.049056574,coretop,-1.0,27.231189727783203,24.237689971923828,26.331682205200195,23.293021299989636,-30to0,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,,3.148962222,3.148962222,,,,,,,,,,,,,,,,0.64398846125,0.6297924444,0.6297924444,0.524827037,0.39362027775,include,0.6711844889876497,below,20to30,0.08561231557701991,0.7699830133591465,1.1042132044012982,0.0466816346708809
9,TEXAS_PSM_RR00015,64PE304-63,Fallet2012,1695.0,-16.5887,40.3608,27.017900466918945,0.689,2.648138569,3.23446305,3.23446305,5.634982923906476,0.1102,0.234902666,0.23366027339164702,0.234902666,0.07095497,0.091567971,0.016249911,0.537073889,0.049250592,coretop,-1.0,27.017900466918945,23.541589736938477,26.017175674438477,22.64056359253342,-30to0,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,,3.23446305,3.23446305,,,,,,,,,,,,,,,,0.66203464225,0.64689261,0.64689261,0.539077175,0.40430788125,include,0.6957126942799449,below,20to30,0.08399886683223791,0.7748885251590866,1.0500326352145355,0.06010897954542366
10,TEXAS_PSM_RR00016,64PE304-66,Fallet2012,1103.0,-16.5342,40.05458,26.98940086364746,0.691,2.872911471,3.521600661,3.521600661,4.393979405628718,0.0978,0.189589377,0.19955492735440117,0.189589377,0.063497985,0.080013618,0.01820983,0.605018446,0.043670744,coretop,-1.0,26.98940086364746,23.334209442138672,25.916025161743164,22.44620897811387,-30to0,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,,3.521600661,3.521600661,,,,,,,,,,,,,,,,0.71822786775,0.7043201322,0.7043201322,0.5869334435,0.440200082625,include,0.761405096310007,below,20to30,0.06732152265401554,0.7935897236892852,0.9792651780004151,0.07532970466910072
11,TEXAS_PSM_RR00017,64PE304-68,Fallet2012,756.0,-16.5029,40.0252,26.98940086364746,0.692,2.7748761360000005,3.390920974,3.390920974,3.891030763877249,0.0933,0.205340626,0.22476867777467543,0.205340626,0.068953196,0.087240435,0.022420906,0.570673202,0.045371636,coretop,-1.0,26.98940086364746,23.334209442138672,25.916025161743164,22.44620897811387,-30to0,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,,3.390920974,3.390920974,,,,,,,,,,,,,,,,0.6937190340000001,0.6781841948,0.6781841948,0.5651534956666667,0.42386512175,include,0.7353905064691708,below,20to30,0.07364989234760862,0.7903811575446636,0.9547610656682569,0.08433510131982785
12,TEXAS_PSM_RR00018,M75-1b MC7,Fallet2012,455.0,-17.27183333,43.15516667,27.22570037841797,0.715,2.921663901,3.57471373,3.57471373,3.9005335806967554,0.0235,0.171708781,0.21156977786525316,0.171708781,0.06376583,0.088727922,0.022747637,0.604781212,0.048268617,coretop,-1.0,27.22570037841797,24.16839027404785,26.097314834594727,23.128425969059215,-30to0,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,,3.57471373,3.57471373,,,,,,,,,,,,,,,,0.73041597525,0.714942746,0.714942746,0.5957856216666667,0.44683921625,include,0.7788654296282734,below,20to30,0.07391260950778077,0.7186670054100894,1.0255966507503393,0.08617530921994186
13,TEXAS_PSM_RR00019,M75-1b MC3,Fallet2012,2768.0,-16.92366667,41.59883333,27.245010375976562,0.687,2.652471048,3.2446035560000004,3.2446035560000004,7.052982510410037,0.1356,0.238238459,0.22267996462163217,0.238238459,0.067944047,0.089057989,0.012626997,0.544638798,0.04749371,coretop,-1.0,27.245010375976562,24.3865909576416,26.365304946899414,23.41656782629696,-30to0,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,,3.2446035560000004,3.2446035560000004,,,,,,,,,,,,,,,,0.663117762,0.6489207112,0.6489207112,0.5407672593333334,0.40557544450000005,include,0.6956886192952723,below,20to30,0.08020790846362381,0.7629191694413848,1.105334926527699,0.04881186888455502
14,TEXAS_PSM_RR00020,M75-1b MC9,Fallet2012,1345.0,-16.55583333,40.13483333,26.98940086364746,0.7,2.774249028,3.3936470319999996,3.3936470319999996,5.168103636976632,0.0753,0.20723775,0.21868378066690233,0.20723775,0.067271673,0.08889238,0.017200193,0.56847128,0.050926724,coretop,-1.0,26.98940086364746,23.334209442138672,25.916025161743164,22.44620897811387,-30to0,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,,3.3936470319999996,3.3936470319999996,,,,,,,,,,,,,,,,0.693562257,0.6787294063999999,0.6787294063999999,0.5656078386666666,0.42420587899999995,include,0.7328408694688007,below,20to30,0.0822197095746534,0.7567765988490803,1.0523311986502109,0.0655853515022343
15,TEXAS_PSM_RR00021,M75-1b MC5,Fallet2012,1027.0,-17.25283333,43.09616667,27.22570037841797,0.707,2.769350577,3.3826129509999996,3.3826129509999996,5.884478013264374,0.0161,0.202558454,0.23096259898151836,0.202558454,0.06881448,0.098607475,0.016757217,0.562398297,0.050864077,coretop,-1.0,27.22570037841797,24.16839027404785,26.097314834594727,23.128425969059215,-30to0,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,,3.3826129509999996,3.3826129509999996,,,,,,,,,,,,,,,,0.69233764425,0.6765225901999999,0.6765225901999999,0.5637688251666666,0.42282661887499995,include,0.7352027369714658,below,20to30,0.08294015605138039,0.6978627127405909,1.1523374954221137,0.05925745496745467
16,TEXAS_PSM_RR00022,M75-1b MC4,Fallet2012,2266.0,-16.72883333,40.874,27.142990112304688,0.687,2.618141756,3.1966222980000003,3.1966222980000003,7.083761590811366,0.0765,0.240060195,0.23878110056361634,0.240060195,0.072213199,0.095731803,0.013514261,0.528901469,0.049579073,coretop,-1.0,27.142990112304688,23.923410415649414,26.204627990722656,22.994958043078398,-30to0,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,,3.1966222980000003,3.1966222980000003,,,,,,,,,,,,,,,,0.654535439,0.6393244596000001,0.6393244596000001,0.532770383,0.39957778725000004,include,0.6878125318351371,below,20to30,0.08570568826496501,0.7543282037631737,1.1166993983024809,0.04875431663443294
17,TEXAS_PSM_RR00023,M75-1b MC1,Fallet2012,2198.0,-17.099,42.4755,27.211589813232422,0.698,2.667826288,3.258722159,3.258722159,7.4558868391496,0.0304,0.228444727,0.234149657306341,0.228444727,0.070145469,0.097444467,0.013069467,0.538971015,0.051924856,coretop,-1.0,27.211589813232422,24.013710021972656,26.122737884521484,23.067807431993067,-30to0,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,,3.258722159,3.258722159,,,,,,,,,,,,,,,,0.666956572,0.6517444318,0.6517444318,0.5431203598333333,0.407340269875,include,0.7023194671448374,below,20to30,0.08787479917929568,0.7198507125089001,1.1709973195196592,0.04699491236853338
18,TEXAS_PSM_RR00024,KH04-5 SX10,Ho2011,3884.0,-67.2167,-172.65,-1.085110068321228,0.317,1.659,2.056,2.056,6.0,-999.0,0.548,0.12168141592920355,0.548,0.041,0.012,0.002,0.392,0.005,coretop,-1.0,-1.085110068321228,-0.41690000891685486,-1.3838984966278076,-0.4048711401328294,-90to-60,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,,2.056,2.056,,,,,,,,,,,,,,,,0.41475,0.4112,0.4112,0.3426666666666667,0.257,include,0.41702127659574467,below,-4to0,0.012594458438287152,3.4166666666666665,0.27906976744186046,0.029850746268656716
19,TEXAS_PSM_RR00025,KH04-5 SX09,Ho2011,3393.0,-65.15,174.2,-0.6228100061416626,0.34,1.7149999999999999,2.13,2.13,4.5,-999.0,0.543,0.09190371991247266,0.543,0.031,0.009,0.002,0.41,0.005,coretop,-1.0,-0.6228100061416626,-0.8096100091934204,-1.01590895652771,-0.15349751306203685,-90to-60,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,,2.13,2.13,,,,,,,,,,,,,,,,0.42874999999999996,0.426,0.426,0.355,0.26625,include,0.43022035676810066,below,-4to0,0.012048192771084338,3.4444444444444446,0.2727272727272727,0.0392156862745098
20,TEXAS_PSM_RR00026,KH01-3 St. 17,Ho2011,4483.0,-60.0,140.0,1.0742900371551514,0.354,1.6880000000000002,2.091,2.091,7.0,-999.0,0.54,0.12581344902386118,0.54,0.042,0.014,0.002,0.396,0.007,coretop,-1.0,1.0742900371551514,1.1279100179672241,0.4775497019290924,1.2045826429487578,-90to-60,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,,2.091,2.091,,,,,,,,,,,,,,,,0.42200000000000004,0.4182,0.4182,0.34850000000000003,0.261375,include,0.4230769230769231,below,0to10,0.017369727047146403,3.0,0.3181818181818182,0.027777777777777776
21,TEXAS_PSM_RR00027,KH04-5 SX14,Ho2011,5388.0,-50.0167,-170.0,10.165509223937988,0.424,1.989,2.46,2.46,12.5,-999.0,0.452,0.13893967093235832,0.452,0.049,0.025,0.002,0.462,0.009,coretop,-1.0,10.165509223937988,8.874190330505371,9.765037536621094,9.005002615992375,-60to-30,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,,2.46,2.46,,,,,,,,,,,,,,,,0.49725,0.492,0.492,0.41,0.3075,include,0.5054704595185996,below,10to20,0.019108280254777066,1.96,0.49019607843137253,0.019801980198019802
22,TEXAS_PSM_RR00028,KH01-3 St. 10,Ho2011,5118.0,-47.0,-160.0,11.34000015258789,0.442,2.078,2.568,2.568,9.333333333333334,-999.0,0.426,0.14634146341463417,0.426,0.053,0.028,0.003,0.479,0.011,coretop,-1.0,11.34000015258789,10.133700370788574,10.890990257263184,10.099740073957385,-60to-30,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,,2.568,2.568,,,,,,,,,,,,,,,,0.5195,0.5136000000000001,0.5136000000000001,0.428,0.321,include,0.5292817679558011,below,10to20,0.022448979591836733,1.8928571428571428,0.5,0.026785714285714284
23,TEXAS_PSM_RR00029,KH01-3 St. 19,Ho2011,3755.0,-50.0,140.0,7.978209972381592,0.459,2.085,2.58,2.58,8.333333333333334,-999.0,0.432,0.13005272407732865,0.432,0.046,0.025,0.003,0.484,0.011,coretop,-1.0,7.978209972381592,7.803390026092529,7.9372053146362305,7.769371855687104,-60to-30,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,,2.58,2.58,,,,,,,,,,,,,,,,0.52125,0.516,0.516,0.43,0.3225,include,0.5283842794759825,below,0to10,0.02222222222222222,1.8399999999999999,0.5102040816326531,0.030303030303030304
24,TEXAS_PSM_RR00030,KH04-5 SX15,Ho2011,5165.0,-45.0,-170.0,12.946390151977539,0.461,2.09,2.58,2.58,11.0,-999.0,0.419,0.1566265060240964,0.419,0.055,0.033,0.003,0.479,0.011,coretop,-1.0,12.946390151977539,12.476499557495117,12.832023620605469,12.06128975636241,-60to-30,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,,2.58,2.58,,,,,,,,,,,,,,,,0.5225,0.516,0.516,0.43,0.3225,include,0.5334075723830736,below,10to20,0.022448979591836733,1.6666666666666665,0.5689655172413793,0.024193548387096774
25,TEXAS_PSM_RR00031,KH04-5 SX16,Ho2011,2313.0,-43.1833,-171.0,14.227690696716309,0.52,2.193,2.6999999999999997,2.6999999999999997,11.75,-999.0,0.384,0.17828200972447325,0.384,0.059,0.047,0.004,0.494,0.013,coretop,-1.0,14.227690696716309,12.577609062194824,13.788459777832031,12.62397208094685,-60to-30,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,,2.6999999999999997,2.6999999999999997,,,,,,,,,,,,,,,,0.54825,0.5399999999999999,0.5399999999999999,0.44999999999999996,0.33749999999999997,include,0.5626423690205011,below,10to20,0.02564102564102564,1.2553191489361701,0.746031746031746,0.025477707006369428
26,TEXAS_PSM_RR00032,KH04-5 SX17,Ho2011,4635.0,-40.0,-170.0,15.132909774780273,0.521,2.187,2.6959999999999997,2.6959999999999997,14.333333333333332,-999.0,0.388,0.16693944353518822,0.388,0.056,0.043,0.003,0.494,0.015,coretop,-1.0,15.132909774780273,14.239290237426758,14.867859840393066,13.635187919977682,-60to-30,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,,2.6959999999999997,2.6959999999999997,,,,,,,,,,,,,,,,0.54675,0.5391999999999999,0.5391999999999999,0.4493333333333333,0.33699999999999997,include,0.5600907029478458,below,10to20,0.029469548133595282,1.302325581395349,0.7288135593220338,0.020689655172413796
27,TEXAS_PSM_RR00033,KH03-1 HY08,Ho2011,3657.0,-3.9667,-95.0,23.95261001586914,0.575,2.228,2.734,2.734,15.5,-999.0,0.359,0.209375,0.359,0.068,0.062,0.004,0.48,0.026,coretop,-1.0,23.95261001586914,20.625690460205078,23.259620666503906,18.56957701878525,-30to0,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,,2.734,2.734,,,,,,,,,,,,,,,,0.557,0.5468,0.5468,0.45566666666666666,0.34175,include,0.5721096543504172,below,20to30,0.05138339920948616,1.0967741935483872,0.861111111111111,0.02040816326530612
28,TEXAS_PSM_RR00034,KH01-3 St. 08,Ho2011,5098.0,-35.0,-160.0,17.22698974609375,0.574,2.257,2.7790000000000004,2.7790000000000004,17.0,-999.0,0.365,0.17665615141955837,0.365,0.058,0.051,0.003,0.498,0.024,coretop,-1.0,17.22698974609375,16.179691314697266,16.850317001342773,15.590694095495412,-60to-30,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,,2.7790000000000004,2.7790000000000004,,,,,,,,,,,,,,,,0.56425,0.5558000000000001,0.5558000000000001,0.4631666666666667,0.34737500000000004,include,0.5770567786790266,below,10to20,0.04597701149425287,1.1372549019607845,0.8360655737704916,0.018404907975460124
29,TEXAS_PSM_RR00035,KH03-1 HY07,Ho2011,3331.0,-2.0333,-95.0,23.299909591674805,0.588,2.314,2.842,2.842,9.833333333333332,-999.0,0.342,0.19878603945371776,0.342,0.066,0.059,0.006,0.499,0.029,coretop,-1.0,23.299909591674805,20.157499313354492,22.46067237854004,18.231137136588334,-30to0,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,,2.842,2.842,,,,,,,,,,,,,,,,0.5785,0.5684,0.5684,0.4736666666666667,0.35525,include,0.5933412604042806,below,20to30,0.054924242424242424,1.1186440677966103,0.8194444444444443,0.031578947368421054
30,TEXAS_PSM_RR00036,KH03-1 HY08B,Ho2011,3852.0,-5.95,-94.9167,24.532609939575195,0.587,2.226,2.7350000000000003,2.7350000000000003,9.166666666666666,-999.0,0.369,0.19462025316455694,0.369,0.062,0.055,0.006,0.482,0.027,coretop,-1.0,24.532609939575195,18.122190475463867,23.060890197753906,18.49657477195302,-30to0,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,,2.7350000000000003,2.7350000000000003,,,,,,,,,,,,,,,,0.5565,0.547,0.547,0.45583333333333337,0.34187500000000004,include,0.5663924794359577,below,20to30,0.05304518664047151,1.1272727272727272,0.8088235294117646,0.033707865168539325
31,TEXAS_PSM_RR00037,KH03-1 HY03,Ho2011,3661.0,8.0333,-94.95,27.573299407958984,0.594,2.33,2.862,2.862,8.428571428571429,-999.0,0.34,0.1951588502269289,0.34,0.063,0.059,0.007,0.506,0.026,coretop,-1.0,27.573299407958984,22.194990158081055,26.6442813873291,19.182609174590546,0to30,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,,2.862,2.862,,,,,,,,,,,,,,,,0.5825,0.5724,0.5724,0.47700000000000004,0.35775,include,0.5981087470449172,below,20to30,0.04887218045112782,1.0677966101694916,0.8428571428571427,0.03723404255319149
32,TEXAS_PSM_RR00038,KH03-1 HY04,Ho2011,3563.0,4.0333,-95.05,27.213390350341797,0.599,2.295,2.816,2.816,10.5,-999.0,0.345,0.20700152207001524,0.345,0.067,0.063,0.006,0.49,0.031,coretop,-1.0,27.213390350341797,21.975900650024414,25.98987579345703,20.278639886921646,0to30,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,,2.816,2.816,,,,,,,,,,,,,,,,0.57375,0.5631999999999999,0.5631999999999999,0.4693333333333333,0.352,include,0.5868263473053892,below,20to30,0.05950095969289827,1.0634920634920635,0.8630136986301369,0.03015075376884422
33,TEXAS_PSM_RR00039,KH03-1 HY09,Ho2011,3910.0,-7.9833,-95.0167,24.430999755859375,0.597,2.273,2.786,2.786,17.25,-999.0,0.344,0.21917808219178084,0.344,0.071,0.069,0.004,0.481,0.032,coretop,-1.0,24.430999755859375,18.182209014892578,23.120973587036133,18.60247334995525,-30to0,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,,2.786,2.786,,,,,,,,,,,,,,,,0.56825,0.5572,0.5572,0.4643333333333333,0.34825,include,0.583030303030303,below,20to30,0.06237816764132553,1.0289855072463767,0.9200000000000002,0.018779342723004692
34,TEXAS_PSM_RR00040,KH03-1 HY05,Ho2011,2886.0,2.0167,-95.5,26.177410125732422,0.605,2.327,2.859,2.859,12.2,-999.0,0.34,0.19393939393939394,0.34,0.062,0.061,0.005,0.503,0.029,coretop,-1.0,26.177410125732422,20.0917911529541,24.73435401916504,19.04119179544483,0to30,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,,2.859,2.859,,,,,,,,,,,,,,,,0.58175,0.5718,0.5718,0.4765,0.357375,include,0.5966785290628708,below,20to30,0.05451127819548872,1.0163934426229508,0.9104477611940298,0.026455026455026457
35,TEXAS_PSM_RR00041,KH03-1 HY06,Ho2011,3246.0,0.0167,-95.4333,23.753589630126953,0.663,2.785,3.428,3.428,9.428571428571429,-999.0,0.224,0.1713917525773196,0.224,0.06,0.066,0.007,0.598,0.045,coretop,-1.0,23.753589630126953,21.25691032409668,23.147104263305664,19.246263215755285,0to30,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,,3.428,3.428,,,,,,,,,,,,,,,,0.69625,0.6856,0.6856,0.5713333333333334,0.4285,include,0.7274939172749392,below,20to30,0.06998444790046655,0.9090909090909091,0.9850746268656716,0.035175879396984924
36,TEXAS_PSM_RR00042,KH01-3 St. 01,Ho2011,5142.0,0.0,-160.0,27.473190307617188,0.685,2.707,3.3349999999999995,3.3349999999999995,10.5,-999.0,0.251,0.16042780748663102,0.251,0.051,0.063,0.006,0.586,0.042,coretop,-1.0,27.473190307617188,20.091508865356445,26.555269241333008,19.960642640524764,-30to0,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,,3.3349999999999995,3.3349999999999995,,,,,,,,,,,,,,,,0.67675,0.6669999999999999,0.6669999999999999,0.5558333333333333,0.41687499999999994,include,0.7001194743130227,below,20to30,0.06687898089171974,0.8095238095238094,1.105263157894737,0.03278688524590164
37,TEXAS_PSM_RR00043,KH04-5 SX02,Ho2011,2098.0,-0.6667,157.5167,29.356109619140625,0.729,2.8000000000000003,3.4499999999999997,3.4499999999999997,9.571428571428571,-999.0,0.23,0.15474642392717816,0.23,0.045,0.067,0.007,0.603,0.047,coretop,-1.0,29.356109619140625,19.59881019592285,27.325719833374023,19.781486234054235,-30to0,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,coretop,,3.4499999999999997,3.4499999999999997,,,,,,,,,,,,,,,,0.7000000000000001,0.69,0.69,0.575,0.43124999999999997,include,0.723889555822329,below,20to30,0.07230769230769231,0.6716417910447761,1.2884615384615385,0.03763440860215054
