sampleID,sampleName,Strains,organism_reported_names,phyloT_order,GTDB_phylum,GTDB_class,GTDB_order,GTDB_family,GTDB_genus,GTDB_species,NCBI_phylum,NCBI_class,NCBI_order,NCBI_family,NCBI_genus,NCBI_species,organism_broadClass,organism_broadClass2,organism_broadClass3,organism_genomes_combined_WGS_PGS,isolate_from,geographic_location,sampleID_new,reported_Temp,reported_Salinity,reported_pH,reported_oxy_micromolar,reported_ammonium,reported_ionicStrength,reported_AOR_umol_NO2_l_d,reported_growthPhase_growthRate,experiment_setup,Broad Filtration Class,Lipid Extractions,Filter pore size,sum_reported_fractions,reported_1302,reported_1300,reported_1298,reported_1296,reported_1292,reported_1292_iso,reported_1294,reported_1290,reported_1288,reported_1286,reported_1292_iso2,reported_1294_iso,reported_1290_iso,reported_1288_iso,reported_1286_iso,fGDGT_0,fGDGT_1,fGDGT_2,fGDGT_3,fGDGT_cren,fGDGT_cren_prime,BITindex,dataType_level0,dataType_level1,Source,short_remark,full_remark,duplicate_Datasets,incomplete_GDGT_fractions,BIT_QC_above05,gdgt0Cren_QC_above07,MI_QC_above05,QC_Indices_check,detectionLimit_check,Source2,firstAuthor_firstName,DOI,Taxonomy data update,TEX86,ringIndex,scaledRI,gdgt23ratio,methaneIndex,gdgtZeroOverZeroCren,TEX_RI,deltaRI
RR00023,Elling2015_Culture_NA0A2_22,NAOA2,Candidatus Nitrosopumilus sp. NAOA2,5.2,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,,p__Nitrososphaerota,c__Nitrososphaeria,o__Nitrosopumilales,f__Nitrosopumilaceae,g__Nitrosopumilus,,Marine mesophile,Group 1.1a,Group 1.1a-Nitrosopumilus,not_sequenced,South Atlantic surface water,South Atlantic; Benguela upwelling system,RR_culture_023,22,,7.5,,,,,,culture-temperature,Total GDGTs,Total GDGTs; Acid hydrolyzed TLEs (CLs + cleaved IPLs),,100.09999999999998,14.4,9.6,23.3,21.4,17.5,1.3,12.6,,,,,,,,,0.1645714285714286,0.10971428571428572,0.26628571428571435,0.2445714285714286,0.20000000000000004,0.01485714285714286,,Culture,Culture - AOA,Elling et al. (2015) GCA,Data from original source,Data from original source,No,No,Not reported; Assumed no brGDGTs (Cultures),No,Yes,Fail,Pass,Elling et al. (2015),Felix,https://doi.org/10.1016/j.gca.2015.09.004,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.8273381294964028,2.235428571428572,0.558857142857143,1.0887850467289721,0.7428180574555403,0.1645714285714286,3.225451063609544,0.9900224921809717
RR00024,Elling2015_Culture_NA0A2_28,NAOA2,Candidatus Nitrosopumilus sp. NAOA2,5.2,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,,p__Nitrososphaerota,c__Nitrososphaeria,o__Nitrosopumilales,f__Nitrosopumilaceae,g__Nitrosopumilus,,Marine mesophile,Group 1.1a,Group 1.1a-Nitrosopumilus,not_sequenced,South Atlantic surface water,South Atlantic; Benguela upwelling system,RR_culture_024,28,,7.5,,,,,,culture-temperature,Total GDGTs,Total GDGTs; Acid hydrolyzed TLEs (CLs + cleaved IPLs),,100.00000000000001,10.5,7.1,23.1,21.7,23.9,2.2,11.5,,,,,,,,,0.11864406779661014,0.08022598870056495,0.26101694915254237,0.2451977401129943,0.2700564971751412,0.02485875706214689,,Culture,Culture - AOA,Elling et al. (2015) GCA,Data from original source,Data from original source,No,No,Not reported; Assumed no brGDGTs (Cultures),No,Yes,Fail,Pass,Elling et al. (2015),Felix,https://doi.org/10.1016/j.gca.2015.09.004,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.8687615526802218,2.517514124293785,0.6293785310734462,1.0645161290322582,0.6653846153846154,0.11864406779661014,3.426812434015191,0.909298309721406
RR00025,Elling2015_Culture_NA0A2_35,NAOA2,Candidatus Nitrosopumilus sp. NAOA2,5.2,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,,p__Nitrososphaerota,c__Nitrososphaeria,o__Nitrosopumilales,f__Nitrosopumilaceae,g__Nitrosopumilus,,Marine mesophile,Group 1.1a,Group 1.1a-Nitrosopumilus,not_sequenced,South Atlantic surface water,South Atlantic; Benguela upwelling system,RR_culture_025,35,,7.5,,,,,,culture-temperature,Total GDGTs,Total GDGTs; Acid hydrolyzed TLEs (CLs + cleaved IPLs),,100.10000000000002,8.8,7.0,10.3,14.5,38.7,4.9,15.9,,,,,,,,,0.10451306413301661,0.08313539192399048,0.12232779097387171,0.172209026128266,0.4596199524940617,0.05819477434679334,,Culture,Culture - AOA,Elling et al. (2015) GCA,Data from original source,Data from original source,No,No,Not reported; Assumed no brGDGTs (Cultures),No,No,Pass,Pass,Elling et al. (2015),Felix,https://doi.org/10.1016/j.gca.2015.09.004,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.8092643051771117,2.915676959619952,0.728919239904988,0.7103448275862069,0.4217506631299735,0.10451306413301661,3.1411634209178176,0.22548646129786576
RR00026,Elling2015_Culture_NA0A6_18,NAOA6,Candidatus Nitrosopumilus sp. NAOA6,7.1,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,,p__Nitrososphaerota,c__Nitrososphaeria,o__Nitrosopumilales,f__Nitrosopumilaceae,g__Nitrosopumilus,,Marine mesophile,Group 1.1a,Group 1.1a-Nitrosopumilus,not_sequenced,South Atlantic surface water,South Atlantic; Benguela upwelling system,RR_culture_026,18,,7.5,,,,,,culture-temperature,Total GDGTs,Total GDGTs; Acid hydrolyzed TLEs (CLs + cleaved IPLs),,100.0,31.2,18.4,14.9,3.7,30.4,0.2,1.2,,,,,,,,,0.3157894736842105,0.18623481781376516,0.1508097165991903,0.03744939271255061,0.3076923076923077,0.0020242914979757085,,Culture,Culture - AOA,Elling et al. (2015) GCA,Data from original source,Data from original source,No,No,Not reported; Assumed no brGDGTs (Cultures),No,Yes,Fail,Pass,Elling et al. (2015),Felix,https://doi.org/10.1016/j.gca.2015.09.004,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.5053763440860215,1.8390688259109313,0.45976720647773284,4.027027027027027,0.5473372781065088,0.3157894736842105,2.0488056422707825,0.2097368163598512
RR00027,Elling2015_Culture_NA0A6_22,NAOA6,Candidatus Nitrosopumilus sp. NAOA6,7.1,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,,p__Nitrososphaerota,c__Nitrososphaeria,o__Nitrosopumilales,f__Nitrosopumilaceae,g__Nitrosopumilus,,Marine mesophile,Group 1.1a,Group 1.1a-Nitrosopumilus,not_sequenced,South Atlantic surface water,South Atlantic; Benguela upwelling system,RR_culture_027,22,,7.5,,,,,,culture-temperature,Total GDGTs,Total GDGTs; Acid hydrolyzed TLEs (CLs + cleaved IPLs),,99.89999999999999,12.2,9.6,22.1,19.8,24.3,1.6,10.3,,,,,,,,,0.13616071428571427,0.10714285714285715,0.24665178571428575,0.22098214285714288,0.27120535714285715,0.01785714285714286,,Culture,Culture - AOA,Elling et al. (2015) GCA,Data from original source,Data from original source,No,No,Not reported; Assumed no brGDGTs (Cultures),No,Yes,Fail,Pass,Elling et al. (2015),Felix,https://doi.org/10.1016/j.gca.2015.09.004,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.8192090395480225,2.419642857142857,0.6049107142857143,1.1161616161616161,0.6653746770025839,0.13616071428571427,3.187272495132305,0.7676296379894478
RR00028,Elling2015_Culture_NA0A6_28,NAOA6,Candidatus Nitrosopumilus sp. NAOA6,7.1,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,,p__Nitrososphaerota,c__Nitrososphaeria,o__Nitrosopumilales,f__Nitrosopumilaceae,g__Nitrosopumilus,,Marine mesophile,Group 1.1a,Group 1.1a-Nitrosopumilus,not_sequenced,South Atlantic surface water,South Atlantic; Benguela upwelling system,RR_culture_028,28,,7.5,,,,,,culture-temperature,Total GDGTs,Total GDGTs; Acid hydrolyzed TLEs (CLs + cleaved IPLs),,99.89999999999999,7.5,5.9,27.0,11.3,40.9,1.2,6.1,,,,,,,,,0.07995735607675906,0.0628997867803838,0.2878464818763326,0.12046908315565033,0.43603411513859275,0.01279317697228145,,Culture,Culture - AOA,Elling et al. (2015) GCA,Data from original source,Data from original source,No,No,Not reported; Assumed no brGDGTs (Cultures),No,Yes,Fail,Pass,Elling et al. (2015),Felix,https://doi.org/10.1016/j.gca.2015.09.004,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.8700440528634362,2.7953091684434965,0.6988272921108741,2.389380530973451,0.5121668597914253,0.07995735607675906,3.433228570319626,0.6379194018761294
RR00029,Elling2015_Culture_SCM1_22,SCM1,Nitrosopumilus maritimus SCM1,7.0,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus maritimus,p__Nitrososphaerota,c__Nitrososphaeria,o__Nitrosopumilales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus maritimus,Marine mesophile,Group 1.1a,Group 1.1a-Nitrosopumilus,sequenced,a tropical marine fish tank at the Seattle Aquarium in Seattle,Washington,RR_culture_029,22,,7.5,,,,,,culture-temperature,Total GDGTs,Total GDGTs; Acid hydrolyzed TLEs (CLs + cleaved IPLs),,100.2,25.2,17.1,20.5,5.8,29.0,0.4,2.2,,,,,,,,,0.2571428571428571,0.17448979591836736,0.20918367346938777,0.05918367346938775,0.29591836734693877,0.004081632653061225,,Culture,Culture - AOA,Elling et al. (2015) GCA,Data from original source,Data from original source,No,No,Not reported; Assumed no brGDGTs (Cultures),No,Yes,Fail,Pass,Elling et al. (2015),Felix,https://doi.org/10.1016/j.gca.2015.09.004,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.6095890410958904,1.970408163265306,0.4926020408163265,3.53448275862069,0.5961538461538461,0.2571428571428571,2.354324451116532,0.3839162878512261
RR00030,Elling2015_Culture_SCM1_25,SCM1,Nitrosopumilus maritimus SCM1,7.0,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus maritimus,p__Nitrososphaerota,c__Nitrososphaeria,o__Nitrosopumilales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus maritimus,Marine mesophile,Group 1.1a,Group 1.1a-Nitrosopumilus,sequenced,a tropical marine fish tank at the Seattle Aquarium in Seattle,Washington,RR_culture_030,25,,7.5,,,,,,culture-temperature,Total GDGTs,Total GDGTs; Acid hydrolyzed TLEs (CLs + cleaved IPLs),,100.09999999999998,15.2,12.6,24.3,5.7,38.9,0.6,2.8,,,,,,,,,0.15621788283658788,0.12949640287769787,0.24974306269270302,0.058581706063720464,0.39979445015416243,0.006166495375128469,,Culture,Culture - AOA,Elling et al. (2015) GCA,Data from original source,Data from original source,No,No,Not reported; Assumed no brGDGTs (Cultures),No,Yes,Fail,Pass,Elling et al. (2015),Felix,https://doi.org/10.1016/j.gca.2015.09.004,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.7083333333333334,2.428571428571429,0.6071428571428572,4.263157894736842,0.5188794153471377,0.15621788283658788,2.7103472222222225,0.28177579365079364
RR00031,Elling2015_Culture_SCM1_28,SCM1,Nitrosopumilus maritimus SCM1,7.0,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus maritimus,p__Nitrososphaerota,c__Nitrososphaeria,o__Nitrosopumilales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus maritimus,Marine mesophile,Group 1.1a,Group 1.1a-Nitrosopumilus,sequenced,a tropical marine fish tank at the Seattle Aquarium in Seattle,Washington,RR_culture_031,28,,7.5,,,,,,culture-temperature,Total GDGTs,Total GDGTs; Acid hydrolyzed TLEs (CLs + cleaved IPLs),,100.10000000000001,12.1,10.0,26.6,9.5,35.7,0.9,5.3,,,,,,,,,0.12763713080168773,0.10548523206751054,0.280590717299578,0.100210970464135,0.37658227848101267,0.009493670886075948,,Culture,Culture - AOA,Elling et al. (2015) GCA,Data from original source,Data from original source,No,No,Not reported; Assumed no brGDGTs (Cultures),No,Yes,Fail,Pass,Elling et al. (2015),Felix,https://doi.org/10.1016/j.gca.2015.09.004,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.7872340425531915,2.511603375527426,0.6279008438818565,2.8000000000000003,0.5574365175332526,0.12763713080168773,3.041358080579448,0.5297547050520217
RR00032,Elling2015_Culture_SCM1_35,SCM1,Nitrosopumilus maritimus SCM1,7.0,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus maritimus,p__Nitrososphaerota,c__Nitrososphaeria,o__Nitrosopumilales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus maritimus,Marine mesophile,Group 1.1a,Group 1.1a-Nitrosopumilus,sequenced,a tropical marine fish tank at the Seattle Aquarium in Seattle,Washington,RR_culture_032,35,,7.5,,,,,,culture-temperature,Total GDGTs,Total GDGTs; Acid hydrolyzed TLEs (CLs + cleaved IPLs),,99.99000000000001,5.78,4.71,11.26,3.49,73.91,0.84,,,,,,,,,,0.057805780578057804,0.0471047104710471,0.1126112611261126,0.0349034903490349,0.7391739173917391,0.0084008400840084,,Culture,Culture - AOA,Elling et al. (2015) GCA,Data from original source,Data from original source,No,No,Not reported; Assumed no brGDGTs (Cultures),No,No,Pass,Pass,Elling et al. (2015),Felix,https://doi.org/10.1016/j.gca.2015.09.004,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.7679802955665025,3.3673367336733673,0.8418341834183418,3.2263610315186244,0.20655981318331385,0.057805780578057804,2.9567703705501227,-0.41056636312324457
RR00033,Elling2017_culture_marineAOA_1G_P-GDGT_Nitrosopumilus adriaticus NF5,NF5,Nitrosopumilus adriaticus NF5,5.0,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus adriaticus,p__Nitrososphaerota,c__Nitrososphaeria,o__Nitrosopumilales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus adriaticus,Marine mesophile,Group 1.1a,Group 1.1a-Nitrosopumilus,sequenced,coastal surface water,North Adriatic Sea,RR_culture_033,30,,7.2,,,,,,culture-temperature,IPL-GDGTs,IPL-GDGT (reported); 1G (Hexose),,23.105219487998852,5.049027354470944,2.38304386318605,1.9410298585902792,1.3885496408031357,9.280337466114586,0.45435298470601426,2.6088783201278427,,,,,,,,,0.24633798359999662,0.11626679335927452,0.09470128559495955,0.0677462201390243,0.45278020062731766,0.02216751667942736,,Culture,Culture - AOA,Elling et al. (2017) Environmnental Microbiology,Data from original source,Data from original source; assumed GDGT-5 as Cren,No,No,Not reported; Assumed no brGDGTs (Cultures),No,No,Pass,Pass,Elling et al. (2017),Felix,https://doi.org/10.1111/1462-2920.13759,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.6135798600500558,2.408698894193247,0.6021747235483117,1.3978829431460509,0.36981338189840757,0.24633798359999662,2.36745792002949,-0.04124097416375694
RR00034,Elling2017_culture_marineAOA_1G_P-GDGT_Nitrosopumilus maritimus SCM1,SCM1,Nitrosopumilus maritimus SCM1,7.0,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus maritimus,p__Nitrososphaerota,c__Nitrososphaeria,o__Nitrosopumilales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus maritimus,Marine mesophile,Group 1.1a,Group 1.1a-Nitrosopumilus,sequenced,a tropical marine fish tank at the Seattle Aquarium in Seattle,Washington,RR_culture_034,28,,7.5,,,,,,culture-temperature,IPL-GDGTs,IPL-GDGT (reported); 1G (Hexose),,49.74218172434948,6.370943460375386,6.9359166509657815,11.466996176106411,6.2297703743821335,12.845688854122116,0.41169793045332265,5.48116827794433,,,,,,,,,0.14394029788969576,0.1567048766148194,0.25907667455449446,0.14075073951764905,0.2902258184773994,0.009301592945941921,,Culture,Culture - AOA,Elling et al. (2017) Environmnental Microbiology,Data from original source,Data from original source; assumed GDGT-5 as Cren,No,No,Not reported; Assumed no brGDGTs (Cultures),No,Yes,Fail,Pass,Elling et al. (2017),Felix,https://doi.org/10.1111/1462-2920.13759,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.7230549793011607,2.2952200899701207,0.5738050224925302,1.8406771818204781,0.650109203032259,0.14394029788969576,2.768971896204217,0.4737518062340964
RR00035,Elling2017_culture_marineAOA_1G_P-GDGT_Nitrosopumilus piranensis D3C,D3C,Nitrosopumilus piranensis D3C,8.0,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,s_Nirosopumilus piranensis,p__Nitrososphaerota,c__Nitrososphaeria,o__Nitrosopumilales,f__Nitrosopumilaceae,g__Nitrosopumilus,s_Nirosopumilus piranensis,Marine mesophile,Group 1.1a,Group 1.1a-Nitrosopumilus,sequenced,coastal surface water,North Adriatic Sea,RR_culture_035,30,,7.2,,,,,,culture-temperature,IPL-GDGTs,IPL-GDGT (reported); 1G (Hexose),,25.58830141236373,4.6245746517822495,4.191522660190887,3.7386735611933073,1.0157446574839808,10.077200710590382,0.2233043638399888,1.7172808072829338,,,,,,,,,0.19373175233227932,0.1755904252916085,0.15661976180430065,0.0425513711494927,0.4221520678695034,0.009354621552815377,,Culture,Culture - AOA,Elling et al. (2017) Environmnental Microbiology,Data from original source,Data from original source; assumed GDGT-5 as Cren,No,No,Not reported; Assumed no brGDGTs (Cultures),No,No,Pass,Pass,Elling et al. (2017),Felix,https://doi.org/10.1111/1462-2920.13759,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.5428715723876846,2.342510820037963,0.5856277050094908,3.680721856272495,0.4648100174222024,0.19373175233227932,2.150424575695651,-0.19208624434231236
RR00036,Elling2017_culture_marineAOA_1G_P-GDGT_Strain NAOA2,NAOA2,Candidatus Nitrosopumilus sp. NAOA2,5.2,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,,p__Nitrososphaerota,c__Nitrososphaeria,o__Nitrosopumilales,f__Nitrosopumilaceae,g__Nitrosopumilus,,Marine mesophile,Group 1.1a,Group 1.1a-Nitrosopumilus,not_sequenced,South Atlantic surface water,South Atlantic; Benguela upwelling system,RR_culture_036,28,,7.5,,,,,,culture-temperature,IPL-GDGTs,IPL-GDGT (reported); 1G (Hexose),,9.482915644366892,0.09830961785230602,0.03035628644457954,2.9725502224674614,2.4007666386282036,1.346915742271445,0.3253655582611356,2.30865157844176,,,,,,,,,0.013703094414831642,0.004231275314879987,0.4143352119677165,0.33463594545270214,0.18774270502095858,0.045351767828911,,Culture,Culture - AOA,Elling et al. (2017) Environmnental Microbiology,Data from original source,Data from original source; assumed GDGT-5 as Cren,No,No,Not reported; Assumed no brGDGTs (Cultures),No,Yes,Fail,Pass,Elling et al. (2017),Felix,https://doi.org/10.1111/1462-2920.13759,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.9947013298384876,2.769187427007898,0.6922968567519745,1.2381670815644017,0.7636670342065252,0.013703094414831642,4.108990018158117,1.3398025911502192
RR00037,Elling2017_culture_marineAOA_1G_P-GDGT_Strain NAOA6,NAOA6,Candidatus Nitrosopumilus sp. NAOA6,7.1,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,,p__Nitrososphaerota,c__Nitrososphaeria,o__Nitrosopumilales,f__Nitrosopumilaceae,g__Nitrosopumilus,,Marine mesophile,Group 1.1a,Group 1.1a-Nitrosopumilus,not_sequenced,South Atlantic surface water,South Atlantic; Benguela upwelling system,RR_culture_037,28,,7.5,,,,,,culture-temperature,IPL-GDGTs,IPL-GDGT (reported); 1G (Hexose),,31.733101723764996,4.94509613124634,5.503684263605017,7.386054582218943,3.2070200763167973,8.208055361085378,0.18416027674351582,2.2990310325490046,,,,,,,,,0.1680058522357937,0.18698345605480524,0.2509355453992017,0.10895604994500023,0.2788623920623697,0.0062567043028294,,Culture,Culture - AOA,Elling et al. (2017) Environmnental Microbiology,Data from original source,Data from original source; assumed GDGT-5 as Cren,No,No,Not reported; Assumed no brGDGTs (Cultures),No,Yes,Fail,Pass,Elling et al. (2017),Felix,https://doi.org/10.1111/1462-2920.13759,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.6619549426925365,2.156199082149006,0.5390497705372514,2.3030895992087737,0.6573063679217078,0.1680058522357937,2.53506672336161,0.3788676412126044
RR00038,Elling2017_culture_marineAOA_2G_P-GDGT_Nitrosopumilus adriaticus NF5,NF5,Nitrosopumilus adriaticus NF5,5.0,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus adriaticus,p__Nitrososphaerota,c__Nitrososphaeria,o__Nitrosopumilales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus adriaticus,Marine mesophile,Group 1.1a,Group 1.1a-Nitrosopumilus,sequenced,coastal surface water,North Adriatic Sea,RR_culture_038,30,,7.2,,,,,,culture-temperature,IPL-GDGTs,IPL-GDGT (reported); 2G (Dihexose),,46.06453831539065,0.21085137178828273,3.0355514322725257,16.875651351262338,9.534912373320745,1.0992970830087527,0.9619890603323972,14.346285643405604,,,,,,,,,0.006647635163538374,0.095703614687251,0.5320485817986959,0.30061278822406257,0.03465818544221701,0.030329194684235186,,Culture,Culture - AOA,Elling et al. (2017) Environmnental Microbiology,Data from original source,Data from original source; assumed GDGT-5 as Cren,No,No,Not reported; Assumed no brGDGTs (Cultures),No,Yes,Fail,Pass,Elling et al. (2017),Felix,https://doi.org/10.1111/1462-2920.13759,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.9001729469686343,2.3215886634626393,0.5803971658656598,1.7698800671185417,0.9345777164006135,0.006647635163538374,3.5871004612220814,1.2655117977594421
RR00039,Elling2017_culture_marineAOA_2G_P-GDGT_Nitrosopumilus maritimus SCM1,SCM1,Nitrosopumilus maritimus SCM1,7.0,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus maritimus,p__Nitrososphaerota,c__Nitrososphaeria,o__Nitrosopumilales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus maritimus,Marine mesophile,Group 1.1a,Group 1.1a-Nitrosopumilus,sequenced,a tropical marine fish tank at the Seattle Aquarium in Seattle,Washington,RR_culture_039,28,,7.5,,,,,,culture-temperature,IPL-GDGTs,IPL-GDGT (reported); 2G (Dihexose),,9.559486348873321,0.0,0.0,0.0,0.0,8.845627945675474,0.7138584031978463,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.9253246066634132,0.0746753933365867,,Culture,Culture - AOA,Elling et al. (2017) Environmnental Microbiology,Data from original source,Data from original source; assumed GDGT-5 as Cren,No,No,Not reported; Assumed no brGDGTs (Cultures),No,No,Pass,Fail,Elling et al. (2017),Felix,https://doi.org/10.1111/1462-2920.13759,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",1.0,3.9999999999999996,0.9999999999999999,,0.0,0.0,4.14,0.14000000000000012
RR00040,Elling2017_culture_marineAOA_2G_P-GDGT_Nitrosopumilus piranensis D3C,D3C,Nitrosopumilus piranensis D3C,8.0,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,s_Nirosopumilus piranensis,p__Nitrososphaerota,c__Nitrososphaeria,o__Nitrosopumilales,f__Nitrosopumilaceae,g__Nitrosopumilus,s_Nirosopumilus piranensis,Marine mesophile,Group 1.1a,Group 1.1a-Nitrosopumilus,sequenced,coastal surface water,North Adriatic Sea,RR_culture_040,30,,7.2,,,,,,culture-temperature,IPL-GDGTs,IPL-GDGT (reported); 2G (Dihexose),,2.462946410722237,0.0,0.0,0.0,0.0,0.8860934210066408,0.6126703557331021,0.9641826339824944,,,,,,,,,0.0,0.0,0.0,0.0,0.5912161974812051,0.40878380251879476,,Culture,Culture - AOA,Elling et al. (2017) Environmnental Microbiology,Data from original source,Data from original source; assumed GDGT-5 as Cren,No,No,Not reported; Assumed no brGDGTs (Cultures),No,No,Pass,Fail,Elling et al. (2017),Felix,https://doi.org/10.1111/1462-2920.13759,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",1.0,3.9999999999999996,0.9999999999999999,,0.0,0.0,4.14,0.14000000000000012
